"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"728",26,1,0,0,7,0,360,1
"729",31,1,0,0,14,0,128,2
"730",51,1,0,0,11,0,33,1
"731",6,1,0,1,8,1,649,3
"732",41,1,1,0,5,0,56,1
"733",45,1,1,0,9,0,49,1
"734",15,1,0,1,8,0,354,4
"735",9,1,1,1,8,0,385,4
"736",4,1,0,1,14,0,269,2
"737",45,1,1,0,4,0,219,1
"738",41,1,1,1,10,0,419,4
"739",43,1,1,1,5,0,89,4
"740",49,1,0,0,10,0,231,1
"741",41,1,1,1,10,0,458,4
"742",49,1,0,0,5,0,499,1
"743",8,1,1,1,14,1,712,3
"744",31,1,0,0,15,0,315,2
"745",8,1,0,1,10,0,495,2
"746",38,1,0,1,7,0,438,4
"747",21,1,1,0,9,0,351,1
"748",6,1,1,0,12,0,379,2
"749",33,1,1,1,9,0,468,4
"750",48,1,0,1,4,0,137,4
"751",18,1,1,0,3,1,690,3
"752",26,1,0,0,15,0,234,2
"753",46,1,0,0,8,0,228,1
"754",33,1,1,0,2,1,562,3
"755",50,1,0,1,1,0,131,4
"756",0,1,0,1,9,1,517,3
"757",0,1,0,0,4,1,807,3
"758",43,1,1,0,6,0,285,1
"759",45,1,1,1,6,0,266,4
"760",35,1,0,0,5,0,472,1
"761",14,1,0,1,7,0,343,4
"762",20,1,1,0,4,0,470,1
"763",4,1,0,0,12,0,292,2
"764",33,1,1,1,8,0,437,4
"765",19,1,0,1,10,0,417,4
"766",45,1,0,0,4,0,153,1
"767",6,1,0,0,12,0,138,2
"768",40,1,0,0,15,0,93,1
"769",34,1,0,0,12,0,175,1
"770",5,1,1,0,4,1,738,3
"771",50,1,1,0,5,0,154,1
"772",19,1,0,0,7,0,311,1
"773",2,1,0,1,14,0,279,2
"774",29,1,0,0,8,0,329,1
"775",52,1,0,1,1,0,385,4
"776",52,1,1,0,15,0,157,1
"777",33,1,1,1,2,1,816,3
"778",16,1,1,0,5,1,665,3
"779",50,1,0,1,6,0,392,4
"780",35,1,1,1,8,0,389,4
"781",32,1,0,0,7,0,320,1
"782",40,1,0,1,6,0,430,4
"783",36,1,0,1,8,0,488,4
"784",5,1,0,0,11,0,237,2
"785",4,1,1,0,14,0,198,2
"786",0,1,0,0,13,0,277,2
"787",48,1,1,0,2,0,39,1
"788",0,1,1,0,14,0,280,2
"789",29,1,0,1,8,0,466,4
"790",46,1,1,0,2,0,435,1
"791",46,1,1,0,12,0,217,1
"792",44,1,1,0,6,0,67,1
"793",20,1,1,1,0,1,862,3
"794",6,1,0,1,6,1,648,3
"795",18,1,1,0,6,0,400,1
"796",15,1,0,1,4,1,695,3
"797",38,1,0,0,11,0,112,1
"798",3,1,0,1,11,0,240,2
"799",38,1,0,0,2,0,386,1
"800",50,1,1,0,7,0,94,1
"801",9,1,0,1,1,1,601,3
"802",20,1,0,1,6,0,366,4
"803",18,1,0,0,10,0,299,2
"804",50,1,0,0,9,0,227,1
"805",23,1,1,1,6,0,448,4
"806",19,1,0,1,7,0,471,4
"807",0,1,1,1,15,1,789,3
"808",5,1,1,1,11,0,437,2
"809",42,1,1,0,0,1,581,3
"810",5,1,0,1,14,0,481,2
"811",52,1,0,0,8,0,270,1
"812",51,1,1,0,15,0,59,1
"813",39,1,1,0,7,0,353,1
"814",43,1,1,0,8,0,349,1
"815",39,1,1,1,12,0,188,4
"816",47,1,1,1,13,0,212,4
"817",11,1,1,1,12,0,297,4
"818",32,1,1,1,7,0,463,4
"819",22,1,1,0,8,0,356,1
"820",45,1,0,0,10,0,31,1
"821",39,1,1,0,4,1,694,3
"822",38,1,0,0,15,0,143,1
"823",20,1,1,0,3,1,503,3
"824",32,1,1,0,10,0,338,1
"825",42,1,0,0,14,0,89,1
"826",43,1,1,1,3,0,455,4
"827",22,1,0,0,8,0,346,1
"828",42,1,1,0,5,0,446,1
"829",17,1,0,0,3,1,518,3
"830",45,1,1,0,5,0,367,1
"831",13,1,1,0,6,0,321,1
"832",20,1,1,1,12,0,487,4
"833",2,1,1,0,10,0,473,2
"834",20,1,1,0,15,0,242,2
"835",4,1,0,1,4,1,569,3
"836",6,1,0,1,3,1,642,3
"837",46,1,1,0,9,0,42,1
"838",39,1,0,0,12,0,148,1
"839",40,1,1,0,3,0,409,1
"840",18,1,0,0,4,1,576,3
"841",51,1,1,1,12,0,161,4
"842",48,1,0,0,9,0,123,1
"843",49,1,1,1,8,0,147,4
"844",0,1,0,1,13,1,518,3
"845",18,1,0,1,11,0,241,4
"846",6,1,1,0,13,0,497,2
"847",10,1,0,0,8,0,320,2
"848",7,1,1,1,9,1,563,3
"849",51,1,0,0,7,0,126,1
"850",10,1,0,0,11,0,107,2
"851",19,1,1,0,15,0,207,2
"852",12,1,1,1,4,1,919,3
"853",4,1,0,0,12,0,191,2
"854",27,1,0,1,7,0,379,4
"855",12,1,1,1,10,1,502,3
"856",2,1,0,1,14,0,272,2
"857",12,1,0,0,8,0,287,2
"858",52,1,0,1,14,0,235,4
"859",7,1,0,0,6,0,356,2
"860",8,1,1,1,15,0,441,2
"861",6,1,0,1,1,0,481,4
"862",43,1,1,0,1,0,179,1
"863",7,1,1,1,6,0,411,4
"864",36,1,0,0,1,0,445,1
"865",15,1,0,0,13,0,250,2
"866",50,1,1,1,15,0,162,4
"867",5,1,0,1,14,1,681,3
"868",32,1,0,0,12,0,309,1
"869",0,1,0,0,12,0,429,2
"870",5,1,1,1,6,1,801,3
"871",46,1,1,1,8,0,378,4
"872",3,1,1,1,15,1,606,3
"873",51,1,0,1,8,0,343,4
"874",42,1,0,1,9,0,366,4
"875",29,1,1,1,6,1,531,3
"876",0,1,1,0,14,0,256,2
"877",5,1,1,0,8,1,652,3
"878",40,1,0,1,15,0,402,4
"879",19,1,0,1,3,1,589,3
"880",7,1,1,0,13,0,365,2
"881",6,1,1,1,6,0,491,4
"882",24,1,0,0,14,0,189,2
"883",10,1,1,1,6,0,430,4
"884",5,1,0,0,10,0,349,2
"885",17,1,1,1,8,0,499,4
"886",28,1,1,0,4,1,631,3
"887",44,1,1,0,2,0,480,1
"888",6,1,0,1,14,1,536,3
"889",8,1,0,1,14,0,307,2
"890",27,1,1,1,6,0,434,4
"891",48,1,0,0,6,0,120,1
"892",41,1,1,0,4,1,526,3
"893",36,1,0,0,11,0,298,1
"894",48,1,0,1,14,0,31,4
"895",3,1,0,1,12,0,192,2
"896",48,1,1,0,12,0,63,1
"897",11,1,1,0,5,1,664,3
"898",49,1,0,1,6,0,76,4
"899",0,1,0,0,13,0,224,2
"900",24,1,0,0,10,0,327,2
"901",33,1,0,1,8,0,462,4
"902",4,1,1,1,13,0,460,2
"903",6,1,1,1,15,1,571,3
"904",49,1,0,0,8,0,149,1
"905",47,1,1,1,4,0,231,4
"906",6,1,1,0,3,1,546,3
"907",6,1,1,0,14,0,293,2
"908",43,1,0,0,2,1,600,3
"909",6,1,0,0,12,0,494,2
"910",44,1,0,0,5,1,545,3
"911",16,1,1,1,14,0,398,4
"912",12,1,1,1,4,1,728,3
"913",31,1,0,0,5,1,512,3
"914",50,1,0,0,1,0,383,1
"915",22,1,1,0,6,0,361,1
"916",31,1,1,1,8,0,405,4
"917",44,1,1,1,15,0,169,4
"918",10,1,1,1,5,1,564,3
"919",25,1,1,0,2,0,390,1
"920",10,1,1,1,0,1,722,3
"921",26,1,1,0,2,1,592,3
"922",49,1,0,1,8,0,313,4
"923",49,1,0,1,5,0,194,4
"924",6,1,1,1,11,1,547,3
"925",41,1,1,1,7,0,91,4
"926",0,1,0,1,13,0,351,2
"927",47,1,1,1,0,1,738,3
"928",27,1,0,1,6,0,453,4
"929",31,1,1,0,6,0,312,1
"930",30,1,1,1,9,0,462,4
"931",38,1,1,1,15,0,214,4
"932",20,1,1,1,5,0,497,4
"933",41,1,1,1,15,0,237,4
"934",5,1,0,1,12,1,669,3
"935",50,1,1,1,6,0,102,4
"936",12,1,1,0,11,0,325,2
"937",24,1,1,0,6,0,410,1
"938",0,1,0,1,15,0,272,2
"939",44,1,1,1,9,0,415,4
"940",25,1,0,0,8,0,334,1
"941",11,1,1,1,7,1,514,3
"942",22,1,0,1,7,0,404,4
"943",25,1,0,0,2,0,472,1
"944",17,1,0,0,10,0,313,2
"945",19,1,0,0,8,0,359,2
"946",47,1,0,0,5,0,270,1
"947",15,1,1,1,0,1,511,3
"948",24,1,1,1,6,1,514,3
"949",19,1,0,0,11,0,303,2
"950",3,1,1,0,13,0,250,2
"951",3,1,1,0,15,0,455,2
"952",46,1,0,1,4,0,346,4
"953",44,1,0,0,9,0,221,1
"954",0,1,0,0,15,0,228,2
"955",34,1,1,0,10,0,361,1
"956",39,1,1,0,10,0,345,1
"957",0,1,0,0,14,0,382,2
"958",1,1,0,0,9,0,391,2
"959",45,1,1,1,1,0,102,4
"960",51,1,1,0,8,0,300,1
"961",39,1,0,1,6,0,45,4
"962",46,1,1,0,6,0,137,1
"963",4,1,0,0,15,0,108,2
"964",9,1,1,1,0,1,666,3
"965",43,1,0,0,10,0,53,1
"966",38,1,0,0,15,0,300,1
"967",22,1,1,0,14,0,154,2
"968",33,1,0,0,11,0,182,1
"969",48,1,0,1,2,0,281,4
"970",40,1,1,0,3,1,625,3
"971",37,1,1,0,14,0,187,1
"972",43,1,0,0,0,0,375,1
"973",5,1,1,0,10,1,693,3
"974",2,1,0,0,6,0,343,2
"975",36,1,0,1,10,0,375,4
"976",6,1,0,0,7,0,369,2
"977",6,1,0,0,9,0,382,2
"978",30,1,0,1,7,0,453,4
"979",0,1,1,1,14,1,836,3
"980",46,1,1,0,7,0,244,1
"981",29,1,0,0,4,1,588,3
"982",0,1,1,0,15,0,170,2
"983",31,1,1,1,12,0,166,4
"984",36,1,1,0,10,0,375,1
"985",53,1,1,1,11,0,99,4
"986",13,1,1,0,1,0,417,1
"987",46,1,1,1,13,0,169,4
"988",9,1,1,0,6,0,387,2
"989",49,1,1,0,9,0,152,1
"990",36,1,0,0,0,0,369,1
"991",47,1,0,1,15,0,101,4
"992",47,1,1,1,10,0,98,4
"993",17,1,1,1,8,0,480,4
"994",51,1,1,1,6,1,524,3
"995",51,1,1,0,14,0,284,1
"996",0,1,0,0,14,0,237,2
"997",0,1,0,1,11,1,703,3
"998",0,1,0,1,15,1,514,3
"999",3,1,1,0,7,0,460,2
"1000",0,1,0,0,12,0,258,2
"1001",51,1,0,0,13,0,70,1
"1002",0,1,1,0,14,0,195,2
"1003",4,1,0,1,11,1,562,3
"1004",15,1,1,0,8,0,347,1
"1005",49,1,0,0,2,0,151,1
"1006",31,1,1,0,10,0,354,1
"1007",2,1,0,0,12,0,178,2
"1008",6,1,1,1,9,0,466,4
"1009",49,1,1,0,1,0,366,1
"1010",4,1,0,0,8,0,319,2
"1011",0,1,1,0,10,0,457,2
"1012",5,1,0,1,1,1,1069,3
"1013",51,1,0,1,8,0,221,4
"1014",34,1,0,0,14,0,209,1
"1015",17,1,0,1,9,0,459,4
"1016",22,1,1,0,7,0,352,1
"1017",7,1,0,0,6,0,346,2
"1018",19,1,1,1,7,0,444,4
"1019",3,1,0,1,15,1,584,3
"1020",19,1,0,0,10,0,340,2
"1021",28,1,1,1,12,0,343,4
"1022",49,1,0,0,11,0,35,1
"1023",1,1,1,1,11,1,660,3
"1024",27,1,0,1,4,1,688,3
"1025",5,1,0,1,7,0,426,2
"1026",31,1,1,1,4,1,600,3
"1027",20,1,1,0,10,0,320,1
"1028",17,1,0,0,12,0,150,2
"1029",26,1,1,1,7,0,427,4
"1030",40,1,1,0,13,0,89,1
"1031",23,1,0,0,8,0,285,1
"1032",49,1,1,0,8,0,355,1
"1033",3,1,0,0,14,0,296,2
"1034",13,1,1,0,0,1,626,3
"1035",3,1,0,1,11,0,414,2
"1036",44,1,1,1,5,0,329,4
"1037",1,1,0,0,2,0,488,2
"1038",5,1,0,1,11,1,728,3
"1039",39,1,1,1,8,0,416,4
"1040",38,1,0,1,10,0,405,4
"1041",42,1,0,1,9,0,187,4
"1042",25,1,0,0,11,0,248,2
"1043",0,1,0,1,10,1,848,3
"1044",45,1,1,0,14,0,185,1
"1045",50,1,0,1,6,0,408,4
"1046",23,1,0,1,15,0,138,4
"1047",36,1,1,1,14,0,260,4
"1048",12,1,0,1,7,0,425,4
"1049",9,1,1,1,9,0,401,4
"1050",0,1,0,1,8,1,690,3
"1051",21,1,0,1,10,0,381,4
"1052",18,1,1,0,9,0,393,1
"1053",41,1,0,1,11,0,370,4
"1054",45,1,1,0,10,0,277,1
"1055",8,1,0,1,12,0,343,2
"1056",28,1,0,1,6,0,377,4
"1057",47,1,1,1,13,0,306,4
"1058",22,1,1,1,6,0,424,4
"1059",4,1,0,0,6,0,432,2
"1060",10,1,0,0,13,0,221,2
"1061",44,1,0,1,12,0,284,4
"1062",8,1,1,0,12,0,280,2
"1063",50,1,0,1,8,0,480,4
"1064",7,1,1,1,2,1,1381,3
"1065",38,1,0,0,8,0,308,1
"1066",35,1,0,0,10,0,334,1
"1067",17,1,1,0,7,0,347,1
"1068",0,1,0,0,13,0,266,2
"1069",40,1,1,0,7,0,285,1
"1070",1,1,1,1,8,1,896,3
"1071",0,1,0,0,1,1,728,3
"1072",44,1,1,0,10,0,90,1
"1073",0,1,0,0,12,0,271,2
"1074",21,1,0,0,13,0,157,2
"1075",4,1,1,0,9,1,725,3
"1076",47,1,0,0,2,0,246,1
"1077",30,1,0,0,9,0,275,1
"1078",49,1,1,0,7,0,318,1
"1079",26,1,0,0,7,0,322,1
"1080",50,1,1,1,15,0,237,4
"1081",0,1,0,1,12,0,425,2
"1082",47,1,1,0,11,0,30,1
"1083",18,1,1,0,2,1,601,3
"1084",22,1,1,0,14,0,389,2
"1085",44,1,1,0,15,0,57,1
"1086",13,1,1,1,1,1,616,3
"1087",46,1,0,0,11,0,128,1
"1088",12,1,1,1,4,1,821,3
"1089",50,1,1,1,1,0,98,4
"1090",29,1,1,0,1,0,422,1
"1091",29,1,1,0,12,0,202,1
"1092",8,1,1,1,5,1,748,3
"1093",23,1,0,0,11,0,289,2
"1094",44,1,1,0,0,0,202,1
"1095",23,1,0,0,11,0,198,2
"1096",43,1,0,0,7,0,116,1
"1097",10,1,0,0,15,0,179,2
"1098",43,1,1,1,15,0,68,4
"1099",51,1,0,0,13,0,116,1
"1100",6,1,1,1,14,1,513,3
"1101",44,1,0,0,2,0,236,1
"1102",13,1,0,1,6,0,447,4
"1103",1,1,1,0,12,0,238,2
"1104",21,1,0,1,4,1,739,3
"1105",2,1,1,1,12,0,352,2
"1106",53,1,1,1,15,0,251,4
"1107",7,1,1,0,3,1,1209,3
"1108",47,1,1,0,9,0,35,1
"1109",27,1,0,0,10,0,329,1
"1110",18,1,1,1,6,0,460,4
"1111",41,1,1,0,12,0,46,1
"1112",10,1,0,1,13,0,242,2
"1113",39,1,1,0,14,0,117,1
"1114",51,1,1,0,2,0,153,1
"1115",24,1,0,0,1,0,437,1
"1116",10,1,1,1,12,0,247,4
"1117",38,1,0,0,15,0,322,1
"1118",0,1,0,1,12,0,350,2
"1119",46,1,0,1,5,0,147,4
"1120",14,1,0,1,9,0,373,4
"1121",3,1,0,0,14,0,329,2
"1122",35,1,0,0,2,0,330,1
"1123",50,1,1,0,14,0,222,1
"1124",11,1,1,0,2,1,537,3
"1125",27,1,1,1,6,0,402,4
"1126",30,1,0,1,8,0,341,4
"1127",26,1,0,0,9,0,335,1
"1128",36,1,1,0,14,0,148,1
"1129",6,1,0,1,10,1,758,3
"1130",26,1,0,0,3,0,410,1
"1131",53,1,0,0,13,0,98,1
"1132",52,1,0,1,10,0,408,4
"1133",53,1,0,0,8,0,63,1
"1134",8,1,1,1,11,0,394,4
"1135",24,1,0,1,1,0,481,4
"1136",49,1,1,1,3,0,180,4
"1137",5,1,1,1,12,0,225,2
"1138",9,1,1,1,14,0,457,2
"1139",44,1,1,0,0,0,79,1
"1140",20,1,1,0,3,1,626,3
"1141",6,1,1,1,11,1,950,3
"1142",42,1,1,1,6,0,149,4
"1143",25,1,1,1,9,0,432,4
"1144",51,1,1,1,15,0,302,4
"1145",52,1,1,0,7,0,184,1
"1146",41,1,1,1,8,0,426,4
"1147",39,1,1,0,8,0,380,1
"1148",32,1,0,0,3,0,440,1
"1149",43,1,0,0,10,0,240,1
"1150",48,1,1,1,10,0,159,4
"1151",22,1,1,0,13,0,159,2
"1152",49,1,0,1,13,0,82,4
"1153",0,1,0,0,11,1,521,3
"1154",34,1,1,0,3,1,536,3
"1155",29,1,0,0,6,0,337,1
"1156",26,1,0,1,10,0,472,4
"1157",4,1,1,1,12,0,481,2
"1158",17,1,0,0,6,0,284,1
"1159",4,1,0,1,7,1,809,3
"1160",5,1,0,1,8,0,407,2
"1161",37,1,1,1,6,0,394,4
"1162",6,1,0,1,10,0,392,2
"1163",38,1,1,0,0,0,488,1
"1164",46,1,1,0,10,0,100,1
"1165",3,1,0,0,14,0,283,2
"1166",2,1,0,1,6,1,577,3
"1167",51,1,1,0,8,0,205,1
"1168",5,1,0,1,9,1,518,3
"1169",25,1,0,0,10,0,308,2
"1170",13,1,1,1,5,1,600,3
"1171",24,1,1,0,10,0,359,1
"1172",33,1,0,1,12,0,294,4
"1173",14,1,1,0,11,0,407,2
"1174",33,1,0,1,8,0,368,4
"1175",14,1,0,1,6,0,463,4
"1176",2,1,0,0,12,0,192,2
"1177",13,1,1,0,10,0,359,2
"1178",0,1,0,0,11,0,222,2
"1179",43,1,0,0,0,0,447,1
"1180",1,1,1,1,12,1,939,3
"1181",4,1,0,1,15,1,573,3
"1182",50,1,1,0,2,0,449,1
"1183",50,1,1,1,13,0,256,4
"1184",3,1,1,1,11,1,853,3
"1185",0,1,1,0,8,0,477,2
"1186",4,1,0,1,11,0,272,2
"1187",0,1,1,0,13,0,238,2
"1188",0,1,0,0,12,0,396,2
"1189",3,1,0,0,3,1,503,3
"1190",32,1,0,0,9,0,359,1
"1191",23,1,0,1,8,0,370,4
"1192",11,1,1,0,14,0,260,2
"1193",25,1,0,0,7,0,329,1
"1194",8,1,0,0,12,0,126,2
"1195",44,1,1,1,0,1,577,3
"1196",52,1,1,1,8,0,153,4
"1197",37,1,0,0,11,0,343,1
"1198",38,1,0,1,15,0,490,4
"1199",0,1,1,0,11,0,282,2
"1200",33,1,0,0,9,0,331,1
"1201",8,1,1,1,9,0,485,4
"1202",43,1,1,1,4,0,262,4
"1203",19,1,1,0,9,0,377,1
"1204",47,1,1,0,10,0,72,1
"1205",31,1,0,0,2,1,645,3
"1206",18,1,0,1,7,0,485,4
"1207",0,1,0,1,13,0,419,2
"1208",0,1,1,1,13,1,564,3
"1209",44,1,1,1,13,0,264,4
"1210",6,1,1,1,4,1,637,3
"1211",51,1,0,1,12,0,103,4
"1212",4,1,0,0,9,0,303,2
"1213",0,1,0,1,10,0,433,2
"1214",52,1,1,0,3,0,117,1
"1215",5,1,0,1,15,1,698,3
"1216",0,1,0,0,13,0,320,2
"1217",42,1,0,0,7,0,160,1
"1218",41,1,1,1,11,0,300,4
"1219",5,1,0,0,15,0,252,2
"1220",4,1,0,0,6,0,490,2
"1221",46,1,1,0,0,0,377,1
"1222",0,1,1,1,13,1,580,3
"1223",0,1,0,1,11,0,432,2
"1224",47,1,1,0,6,0,325,1
"1225",14,1,0,1,3,0,405,4
"1226",38,1,1,1,15,0,176,4
"1227",35,1,1,0,0,1,721,3
"1228",46,1,0,1,4,0,424,4
"1229",1,1,0,1,0,1,1132,3
"1230",21,1,1,1,15,0,277,4
"1231",27,1,1,0,14,0,270,1
"1232",6,1,0,1,14,0,283,2
"1233",7,1,0,0,12,0,167,2
"1234",33,1,0,0,10,0,300,1
"1235",3,1,0,0,9,0,326,2
"1236",49,1,1,1,12,0,297,4
"1237",52,1,1,1,10,0,188,4
"1238",8,1,0,1,10,1,608,3
"1239",1,1,0,1,5,1,842,3
"1240",33,1,1,1,10,0,391,4
"1241",50,1,0,0,12,0,85,1
"1242",20,1,0,1,0,1,598,3
"1243",49,1,1,0,9,0,83,1
"1244",48,1,1,0,10,0,34,1
"1245",14,1,0,0,8,0,318,2
"1246",11,1,1,1,5,1,811,3
"1247",3,1,1,0,12,0,303,2
"1248",1,1,0,1,12,1,626,3
"1249",4,1,1,1,10,1,953,3
"1250",47,1,0,0,15,0,20,1
"1251",0,1,0,0,10,0,282,2
"1252",40,1,0,0,8,0,31,1
"1253",47,1,1,0,11,0,213,1
"1254",6,1,1,1,15,1,610,3
"1255",11,1,0,0,8,0,285,2
"1256",44,1,1,1,5,0,274,4
"1257",0,1,1,0,15,0,445,2
"1258",39,1,1,1,7,0,128,4
"1259",51,1,0,0,2,0,350,1
"1260",26,1,1,1,2,1,517,3
"1261",4,1,0,1,14,1,773,3
"1262",44,1,0,0,6,0,230,1
"1263",50,1,0,1,11,0,216,4
"1264",50,1,1,1,9,0,285,4
"1265",5,1,0,0,14,0,211,2
"1266",44,1,1,1,1,1,531,3
"1267",25,1,0,1,12,0,326,4
"1268",9,1,0,0,4,1,591,3
"1269",26,1,1,1,12,0,364,4
"1270",3,1,0,0,13,0,428,2
"1271",0,1,1,1,15,0,451,2
"1272",4,1,1,0,12,0,366,2
"1273",7,1,0,0,15,1,523,2
"1274",1,1,0,0,14,0,408,2
"1275",46,1,1,0,0,1,551,3
"1276",30,1,0,0,8,0,302,1
"1277",46,1,0,0,3,0,205,1
"1278",9,1,0,1,10,0,396,2
"1279",29,1,1,0,7,0,383,1
"1280",0,1,0,1,8,1,500,3
"1281",43,1,0,0,14,0,17,1
"1282",13,1,0,1,2,1,708,3
"1283",6,1,0,0,12,0,247,2
"1284",21,1,0,1,2,1,602,3
"1285",46,1,0,1,1,0,142,4
"1286",27,1,0,1,8,0,426,4
"1287",0,1,0,0,13,0,408,2
"1288",16,1,1,0,9,0,313,2
"1289",28,1,1,1,11,0,350,4
"1290",10,1,1,1,9,0,421,4
"1291",44,1,0,0,0,0,172,1
"1292",42,1,0,1,13,0,193,4
"1293",47,1,0,0,2,0,222,1
"1294",4,1,1,0,9,1,708,3
"1295",27,1,1,0,7,0,395,1
"1296",7,1,0,1,12,0,328,2
"1297",3,1,0,1,9,1,534,3
"1298",24,1,0,0,12,0,233,2
"1299",22,1,1,0,7,0,338,1
"1300",0,1,0,1,9,1,501,3
"1301",51,1,1,0,2,1,588,3
"1302",38,1,0,1,12,0,277,4
"1303",8,1,0,1,10,0,440,2
"1304",45,1,1,1,14,0,351,4
"1305",31,1,1,0,3,1,736,3
"1306",46,1,1,0,8,0,224,1
"1307",0,1,0,0,9,0,297,2
"1308",28,1,0,0,15,0,199,2
"1309",51,1,0,0,0,0,269,1
"1310",10,1,0,1,15,0,283,2
"1311",0,1,1,1,8,1,855,3
"1312",41,1,0,0,6,0,39,1
"1313",5,1,1,0,9,1,535,3
"1314",30,1,1,0,7,0,345,1
"1315",11,1,0,1,2,0,426,4
"1316",24,1,1,1,7,0,431,4
"1317",33,1,1,1,7,1,505,3
"1318",12,1,1,1,8,1,578,3
"1319",23,1,1,1,4,1,673,3
"1320",25,1,0,1,0,0,410,4
"1321",32,1,0,0,3,0,378,1
"1322",27,1,0,1,6,0,398,4
"1323",32,1,0,1,13,0,369,4
"1324",4,1,0,1,14,0,343,2
"1325",48,1,1,0,6,0,53,1
"1326",18,1,1,0,8,0,377,1
"1327",4,1,1,1,0,1,1341,3
"1328",4,1,1,1,5,1,1621,3
"1329",0,1,1,1,12,0,382,2
"1330",4,1,1,1,13,1,1240,3
"1331",28,1,1,0,15,0,157,1
"1332",0,1,0,1,5,1,936,3
"1333",7,1,1,1,4,1,1098,3
"1334",13,1,1,1,7,0,436,4
"1335",15,1,0,1,4,0,370,4
"1336",1,1,0,1,5,1,838,3
"1337",40,1,0,1,1,0,400,4
"1338",17,1,1,0,10,0,349,2
"1339",3,1,1,0,12,0,249,2
"1340",40,1,1,0,2,1,747,3
"1341",5,1,0,0,14,0,497,2
"1342",7,1,1,0,10,1,710,3
"1343",27,1,0,0,12,0,206,2
"1344",4,1,1,0,13,0,259,2
"1345",29,1,0,0,0,1,670,3
"1346",30,1,1,1,5,1,576,3
"1347",22,1,1,0,5,0,431,1
"1348",6,1,1,0,15,1,616,3
"1349",44,1,1,0,14,0,57,1
"1350",6,1,0,1,1,1,880,3
"1351",22,1,0,1,6,0,335,4
"1352",24,1,0,0,4,0,339,1
"1353",34,1,1,1,8,0,470,4
"1354",44,1,0,0,7,0,261,1
"1355",0,1,1,1,13,0,336,2
"1356",17,1,1,1,6,0,432,4
"1357",41,1,1,0,14,0,33,1
"1358",46,1,0,0,5,0,162,1
"1359",7,1,1,1,13,1,833,3
"1360",26,1,0,1,9,0,393,4
"1361",12,1,1,0,0,1,661,3
"1362",11,1,1,1,11,0,451,4
"1363",7,1,0,1,15,1,511,3
"1364",48,1,0,1,5,0,55,4
"1365",1,1,0,1,12,1,547,3
"1366",48,1,0,0,1,0,167,1
"1367",30,1,0,1,7,0,358,4
"1368",6,1,1,1,10,0,435,4
"1369",35,1,0,0,0,1,620,3
"1370",50,1,1,1,12,0,407,4
"1371",50,1,0,1,9,0,392,4
"1372",50,1,0,0,0,0,112,1
"1373",5,1,1,1,12,0,342,2
"1374",13,1,0,0,7,0,373,2
"1375",51,1,0,0,10,0,34,1
"1376",2,1,0,1,8,1,718,3
"1377",12,1,0,0,14,0,250,2
"1378",17,1,1,1,8,0,419,4
"1379",52,1,0,1,0,0,229,4
"1380",12,1,0,0,4,0,427,2
"1381",4,1,1,1,12,1,929,3
"1382",4,1,0,0,13,0,278,2
"1383",7,1,0,1,8,0,319,2
"1384",30,1,0,1,0,0,397,4
"1385",16,1,0,0,15,0,142,2
"1386",31,1,0,0,10,0,338,1
"1387",16,1,0,0,12,0,267,2
"1388",2,1,0,1,10,1,743,3
"1389",28,1,0,0,5,0,479,1
"1390",19,1,0,1,10,0,364,4
"1391",23,1,0,0,7,0,357,1
"1392",4,1,1,0,15,1,584,3
"1393",42,1,1,1,2,0,369,4
"1394",14,1,0,0,8,0,320,2
"1395",5,1,1,1,6,1,1070,3
"1396",47,1,1,1,7,0,236,4
"1397",25,1,1,0,14,0,247,2
"1398",48,1,1,0,12,0,231,1
"1399",6,1,0,0,6,0,421,2
"1400",17,1,0,0,10,0,363,2
"1401",44,1,0,1,11,0,73,4
"1402",27,1,1,0,15,0,360,2
"1403",3,1,0,0,15,0,177,2
"1404",4,1,0,0,7,0,257,2
"1405",47,1,0,0,2,0,187,1
"1406",30,1,0,0,0,1,602,3
"1407",15,1,1,0,9,0,403,2
"1408",47,1,1,1,11,0,218,4
"1409",2,1,1,0,11,1,568,3
"1410",50,1,1,0,5,0,300,1
"1411",28,1,0,1,1,1,577,3
"1412",45,1,0,0,8,0,117,1
"1413",41,1,1,0,15,0,103,1
"1414",44,1,0,0,14,0,65,1
"1415",17,1,1,1,9,0,439,4
"1416",45,1,1,1,10,0,39,4
"1417",0,1,0,0,14,0,291,2
"1418",9,1,0,1,4,1,552,3
"1419",53,1,0,0,11,0,180,1
"1420",50,1,1,1,10,0,112,4
"1421",50,1,1,1,9,0,195,4
"1422",17,1,0,0,8,0,310,2
"1423",1,1,0,0,4,1,840,3
"1424",0,1,1,1,12,1,567,3
"1425",5,1,1,1,6,1,944,3
"1426",4,1,0,1,12,1,568,3
"1427",0,1,1,0,11,0,275,2
"1428",15,1,0,0,1,0,381,1
"1429",37,1,0,0,6,0,321,1
"1430",3,1,0,0,7,0,355,2
"1431",32,1,1,0,11,0,147,1
"1432",7,1,1,0,15,0,228,2
"1433",40,1,1,0,5,0,448,1
"1434",0,1,1,0,10,1,571,3
"1435",3,1,0,0,0,0,399,2
"1436",25,1,1,1,14,0,246,4
